	OUT.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1192	OTU1192	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1193	OTU1193	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1194	OTU1194	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	NA	NA
OTU1195	OTU1195	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	NA	NA	NA
OTU1196	OTU1196	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU1197	OTU1197	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon erastii
OTU1198	OTU1198	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Gelidatrema	NA
OTU1199	OTU1199	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1200	OTU1200	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1201	OTU1201	Fungi	NA	NA	NA	NA	NA	NA
OTU1202	OTU1202	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Meristemomyces	Meristemomyces frigidus
OTU1203	OTU1203	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	NA
OTU1204	OTU1204	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1205	OTU1205	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1206	OTU1206	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1207	OTU1207	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Flagellospora	Flagellospora leucorhynchos
OTU1208	OTU1208	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1209	OTU1209	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU1210	OTU1210	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1211	OTU1211	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1212	OTU1212	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1213	OTU1213	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU1214	OTU1214	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU1215	OTU1215	Fungi	Ascomycota	Lecanoromycetes	Caliciales	NA	NA	NA
OTU1216	OTU1216	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1217	OTU1217	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1218	OTU1218	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1219	OTU1219	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1220	OTU1220	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1221	OTU1221	Fungi	NA	NA	NA	NA	NA	NA
OTU1222	OTU1222	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU1223	OTU1223	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1224	OTU1224	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU1225	OTU1225	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1226	OTU1226	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1227	OTU1227	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1228	OTU1228	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1229	OTU1229	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Warcupia	NA
OTU1230	OTU1230	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1231	OTU1231	Fungi	NA	NA	NA	NA	NA	NA
OTU1232	OTU1232	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
OTU1233	OTU1233	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1234	OTU1234	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1235	OTU1235	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium oeirense
OTU1236	OTU1236	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1237	OTU1237	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
OTU1238	OTU1238	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1239	OTU1239	Fungi	NA	NA	NA	NA	NA	NA
OTU1240	OTU1240	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU1241	OTU1241	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia africana
OTU1242	OTU1242	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU1243	OTU1243	Fungi	NA	NA	NA	NA	NA	NA
OTU1244	OTU1244	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Dichotomocladium	NA
OTU1245	OTU1245	Fungi	NA	NA	NA	NA	NA	NA
OTU1246	OTU1246	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1247	OTU1247	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
OTU1248	OTU1248	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	NA
OTU1249	OTU1249	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU1250	OTU1250	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1251	OTU1251	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU1252	OTU1252	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU1253	OTU1253	Fungi	NA	NA	NA	NA	NA	NA
OTU1254	OTU1254	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	NA
OTU1255	OTU1255	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1256	OTU1256	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1257	OTU1257	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1258	OTU1258	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1259	OTU1259	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU1260	OTU1260	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1261	OTU1261	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1262	OTU1262	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1263	OTU1263	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1264	OTU1264	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1265	OTU1265	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	NA	NA	NA
OTU1266	OTU1266	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU1267	OTU1267	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus reessii
OTU1268	OTU1268	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1269	OTU1269	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1270	OTU1270	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1271	OTU1271	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongata
OTU1272	OTU1272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1273	OTU1273	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1274	OTU1274	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea laboriosa
OTU1275	OTU1275	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	NA
OTU1276	OTU1276	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
OTU1277	OTU1277	Fungi	NA	NA	NA	NA	NA	NA
OTU1278	OTU1278	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1279	OTU1279	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
OTU1280	OTU1280	Fungi	NA	NA	NA	NA	NA	NA
OTU1281	OTU1281	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	NA	NA	NA
OTU1282	OTU1282	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1283	OTU1283	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1284	OTU1284	Fungi	NA	NA	NA	NA	NA	NA
OTU1285	OTU1285	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1286	OTU1286	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps memorabilis
OTU1287	OTU1287	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1288	OTU1288	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1289	OTU1289	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1290	OTU1290	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
OTU1291	OTU1291	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1292	OTU1292	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU1293	OTU1293	Fungi	NA	NA	NA	NA	NA	NA
OTU1294	OTU1294	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1295	OTU1295	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1296	OTU1296	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1297	OTU1297	Fungi	NA	NA	NA	NA	NA	NA
OTU1298	OTU1298	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1299	OTU1299	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU1300	OTU1300	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1301	OTU1301	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1302	OTU1302	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	NA
OTU1303	OTU1303	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	NA	NA
OTU1304	OTU1304	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1305	OTU1305	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU1306	OTU1306	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1307	OTU1307	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1308	OTU1308	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	NA
OTU1309	OTU1309	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1310	OTU1310	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1311	OTU1311	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1312	OTU1312	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1313	OTU1313	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1314	OTU1314	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1315	OTU1315	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1316	OTU1316	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1317	OTU1317	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU1318	OTU1318	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1319	OTU1319	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	NA	NA	NA
OTU1320	OTU1320	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1321	OTU1321	Fungi	NA	NA	NA	NA	NA	NA
OTU1322	OTU1322	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1323	OTU1323	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1324	OTU1324	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1325	OTU1325	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1326	OTU1326	Fungi	NA	NA	NA	NA	NA	NA
OTU1327	OTU1327	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
OTU1328	OTU1328	Fungi	NA	NA	NA	NA	NA	NA
OTU1329	OTU1329	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Amesia	Amesia nigricolor
OTU1330	OTU1330	Fungi	NA	NA	NA	NA	NA	NA
OTU1331	OTU1331	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
OTU1332	OTU1332	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1333	OTU1333	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	NA
OTU1334	OTU1334	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	NA	NA	NA
OTU1335	OTU1335	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella hyalina
OTU1336	OTU1336	Fungi	NA	NA	NA	NA	NA	NA
OTU1337	OTU1337	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Fimetariella	Fimetariella rabenhorstii
OTU1338	OTU1338	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1339	OTU1339	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1340	OTU1340	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	NA	NA	NA
OTU1341	OTU1341	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1342	OTU1342	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1343	OTU1343	Fungi	NA	NA	NA	NA	NA	NA
OTU1344	OTU1344	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1345	OTU1345	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
OTU1346	OTU1346	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza nivalis
OTU1348	OTU1348	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1349	OTU1349	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1350	OTU1350	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1351	OTU1351	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1352	OTU1352	Fungi	NA	NA	NA	NA	NA	NA
OTU1353	OTU1353	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	NA	NA
OTU1354	OTU1354	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1355	OTU1355	Fungi	NA	NA	NA	NA	NA	NA
OTU1356	OTU1356	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1357	OTU1357	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	NA	NA
OTU1358	OTU1358	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU1359	OTU1359	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1360	OTU1360	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	NA
OTU1361	OTU1361	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1362	OTU1362	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU1363	OTU1363	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	NA	NA	NA
OTU1364	OTU1364	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1365	OTU1365	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1366	OTU1366	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1367	OTU1367	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1368	OTU1368	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU1369	OTU1369	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1370	OTU1370	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1371	OTU1371	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1372	OTU1372	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1373	OTU1373	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1374	OTU1374	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1376	OTU1376	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1377	OTU1377	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1378	OTU1378	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU1379	OTU1379	Fungi	Basidiomycota	Agaricomycetes	Atheliales	NA	NA	NA
OTU1380	OTU1380	Fungi	NA	NA	NA	NA	NA	NA
OTU1381	OTU1381	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1382	OTU1382	Fungi	NA	NA	NA	NA	NA	NA
OTU1383	OTU1383	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium iranianum
OTU1384	OTU1384	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	NA	NA	NA
OTU1385	OTU1385	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1386	OTU1386	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1387	OTU1387	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1388	OTU1388	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Acrostalagmus	Acrostalagmus luteoalbus
OTU1389	OTU1389	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1390	OTU1390	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	Curvibasidium	NA
OTU1391	OTU1391	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola grisea
OTU1392	OTU1392	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU1393	OTU1393	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma dimennae
OTU1394	OTU1394	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1395	OTU1395	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1396	OTU1396	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1397	OTU1397	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1398	OTU1398	Fungi	NA	NA	NA	NA	NA	NA
OTU1399	OTU1399	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	NA
OTU1400	OTU1400	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1401	OTU1401	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1402	OTU1402	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1403	OTU1403	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1404	OTU1404	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1405	OTU1405	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus cucumeris
OTU1406	OTU1406	Fungi	NA	NA	NA	NA	NA	NA
OTU1407	OTU1407	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1408	OTU1408	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	Cenococcum geophilum
OTU1409	OTU1409	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1410	OTU1410	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	NA	NA	NA
OTU1411	OTU1411	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1412	OTU1412	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1413	OTU1413	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU1414	OTU1414	Fungi	NA	NA	NA	NA	NA	NA
OTU1415	OTU1415	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1416	OTU1416	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1417	OTU1417	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
OTU1418	OTU1418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1420	OTU1420	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1421	OTU1421	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1422	OTU1422	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	NA
OTU1423	OTU1423	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria lolii
OTU1424	OTU1424	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	NA
OTU1425	OTU1425	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU1426	OTU1426	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1427	OTU1427	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
OTU1428	OTU1428	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1429	OTU1429	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1430	OTU1430	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1431	OTU1431	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1433	OTU1433	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1434	OTU1434	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1435	OTU1435	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU1436	OTU1436	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1437	OTU1437	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1438	OTU1438	Fungi	Basidiomycota	Cystobasidiomycetes	NA	NA	NA	NA
OTU1439	OTU1439	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1441	OTU1441	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1442	OTU1442	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1443	OTU1443	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1444	OTU1444	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	NA
OTU1445	OTU1445	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1446	OTU1446	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU1447	OTU1447	Fungi	NA	NA	NA	NA	NA	NA
OTU1448	OTU1448	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1449	OTU1449	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1450	OTU1450	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1452	OTU1452	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1453	OTU1453	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1454	OTU1454	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1455	OTU1455	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1456	OTU1456	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1457	OTU1457	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium psychroaquaticum
OTU1458	OTU1458	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1459	OTU1459	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1460	OTU1460	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1461	OTU1461	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU1463	OTU1463	Fungi	NA	NA	NA	NA	NA	NA
OTU1464	OTU1464	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
OTU1465	OTU1465	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1466	OTU1466	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1467	OTU1467	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1469	OTU1469	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1470	OTU1470	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1472	OTU1472	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1473	OTU1473	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1474	OTU1474	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU1475	OTU1475	Fungi	NA	NA	NA	NA	NA	NA
OTU1476	OTU1476	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1477	OTU1477	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1478	OTU1478	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1479	OTU1479	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
OTU1480	OTU1480	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
